School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JM Rapport School for Career Development(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN ADAMS EVENING M/W(QS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN ADAMS HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
JOHN BOWNE HS(QS),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
JOHN BOWNE HS(QS),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN BOWNE HS(QS),Summons,On-Site,NO,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
JOHN DEWEY HS(BS) ,Arrested,Off-Site,NO,Full-Time,N,Y,N,PATROL,Metal,N,None,GANG ASLT,,F
JOHN DEWEY HS(BS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
JOHN DEWEY HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN DEWEY HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY GED(XW),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Arrested,On-Site,NO,Full-Time,N,N,N,DB,Metal,N,None,ASSAULT,,F
JOHN F. KENNEDY HS(XW),Arrested,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,ROBBERY,,F
JOHN F. KENNEDY HS(XW),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,
JOHN F. KENNEDY HS(XW),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,V
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
JOHN F. KENNEDY HS(XW),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
JOHN F. KENNEDY HS(XW),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN F. KENNEDY HS(XW),Summons,On-Site,NO,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,POSS. OF KNIFE,V
JOHN F. KENNEDY HS(XW),Summons,On-Site,NO,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
JOHN F. KENNEDY HS(XW),Summons,On-Site,NO,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
John F. Kennedy Jr. School (old P721 OTC)(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,
John F. Kennedy Jr. School (old P721 OTC)(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
JOHN JAY HS(BS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN JAY HS(BS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
JOHN JAY HS(BS),Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JOHN JAY HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
JONAS BRONCK ACADEMY(XW),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
JONAS BRONCK ACADEMY(XW),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
JONAS BRONCK ACADEMY(XW),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Julia Richman Educational Complex(MN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
KAPPA I(XE),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
KAPPA I(XE),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
KAPPA III(XW),Mitigated,Off-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
KAPPA V(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
KAPPA V(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
KAPPA V(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
KAPPA V(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
KAPPA V(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Khalil Gibran International Academy@K806 (BN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,M
Khalil Gibran International Academy@K806 (BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Khalil Gibran International Academy@K806 (BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Khalil Gibran International Academy@K806 (BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Khalil Gibran International Academy@K806 (BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Khalil Gibran International Academy@K806 (BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Khalil Gibran International Academy@K806 (BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
KINGSBRIDGE INTERNATIONAL HS(XW),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
LAFAYETTE HS(BS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
LAFAYETTE HS(BS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
LAFAYETTE HS(BS) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
LAFAYETTE HS(BS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
LAFAYETTE HS(BS) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
LANDMARK HS(MS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Leadership Prep Bedford Stuyvesant Charter School(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Leadership Prep Bedford Stuyvesant Charter School(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Leadership Prep Bedford Stuyvesant Charter School(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Leadership Prep Bedford Stuyvesant Charter School(BN),Child in Crisis,On-Site,NO,Random,N,Y,Y,N/A,No Restraints,N,None,,,
Leadership Prep Bedford Stuyvesant Charter School(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Leadership Prep Bedford Stuyvesant Charter School(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
LEGACY HIGH  SCHOOL FOR INTEGRATED STUDIES(Manhattan),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Liberation Diploma Plus HS(BS),Arrested,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,ASSAULT,,M
Liberation Diploma Plus HS(BS),Arrested,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,RESIST ARREST,,M
Liberation Diploma Plus HS(BS),Arrested,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
Liberation Diploma Plus HS(BS),Arrested,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,Y,Physical Force,RESIST ARREST,,M
Liberation Diploma Plus HS(BS),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
Liberation Diploma Plus HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Liberation Diploma Plus HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Liberation Diploma Plus HS(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Linden Learning Center(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
LONG ISLAND CITY HS(QN) ,Arrested,On-Site,YES,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,CRIM MISCHIEF,,F
LONG ISLAND CITY HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
LONG ISLAND CITY HS(QN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
LONG ISLAND CITY HS(QN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
LONG ISLAND CITY HS(QN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
LONG ISLAND CITY HS(QN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
LONG ISLAND CITY HS(QN) ,Juvenile Report,Off-Site,NO,Non-Scanning,N,Y,N,PATROL,No Restraints,N,None,,,V
LONG ISLAND CITY HS(QN) ,Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
LOUIS D. BRANDEIS HS(MN) ,Arrested,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,ASSAULT,,F
LOUIS D. BRANDEIS HS(MN) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,
Lyons Community School(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
M751-Manhattan School for Career Dev.@PS/IS 323M,Mitigated,On-Site,YES,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Manhattan ALC East Harlem(MN),Mitigated,On-Site,NO,Hand Wand,Y,Y,Y,DOE,No Restraints,N,None,,,
Mark Twain IS 239 for the Gifted & Talented(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Marta Valle Model HS(MS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,
MARTIN VAN BUREN HS(QS),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
MARTIN VAN BUREN HS(QS),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
MARTIN VAN BUREN HS(QS),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
Maspeth HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Maspeth HS(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Maspeth HS(QN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Metropolitan Diploma Plus HS(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,Y,Physical Force,,,
Metropolitan Expeditionary Learning School(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Metropolitan Expeditionary Learning School(QN),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Metropolitan Expeditionary Learning School(QN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
MICHAEL J. PETRIDES HS(SI) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
MICHAEL J. PETRIDES HS(SI) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
MICHAEL J. PETRIDES HS(SI) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MICHAEL J. PETRIDES HS(SI) ,Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
MID MANHATTAN ADULT TRAINING CENTER(MN),Arrested,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,AGG HARASS,,M
MID MANHATTAN ADULT TRAINING CENTER(MN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
MID MANHATTAN ADULT TRAINING CENTER(MN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MID MANHATTAN ADULT TRAINING CENTER(MN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MIDWOOD HS(BS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
MIDWOOD HS(BS),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,M
MIDWOOD HS(BS),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Velcro,N,None,,,M
MIDWOOD HS(BS),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Velcro,N,None,,,M
MIDWOOD HS(BS),Juvenile Report,Off-Site,NO,Non-Scanning,N,Y,N,PATROL,No Restraints,N,None,,,M
MIDWOOD HS(BS),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
MIDWOOD HS(BS),Mitigated,Off-Site,NO,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
MIDWOOD HS(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Monroe Academy Annex(XE),Mitigated,Off-Site,NO,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
Monroe Academy Annex(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Monroe Academy Annex(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Monroe Academy Annex(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MONROE ACADEMY FOR BUSINESS & LAW(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
MONROE ACADEMY FOR VISUAL ARTS & DESIGN(XE) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
MONROE ACADEMY FOR VISUAL ARTS & DESIGN(XE) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
MONROE ACADEMY FOR VISUAL ARTS & DESIGN(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
MORRIS ACADEMY FOR COLLABORATIVE STUDIES(XE),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
MORRIS HS(XE),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
MORRIS HS(XE),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,
MORRIS HS(XE),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
MORRIS HS(XE),Mitigated,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
MORRIS HS(XE),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
MORRIS HS(XE),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
MORRIS HS(XE),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
MORRIS HS(XE),PINS / Warrant,Off-Site,NO,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,
MOTT HALL BRONX HS(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,,,
Mott Hall Community School(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Mott Hall Community School(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Mott Hall Community School(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MS 101(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
MS 118(BX),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
