,Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
719,195501140BOS,MNL,game,,Dick Schnittker,schnidi01,,4.0,,,,,,4.0,5.0,0.8,,,,,,,,3.0,12.0,,
720,195501140BOS,MNL,game,,Slater Martin,martisl01,,4.0,,,,,,2.0,3.0,0.667,,,,,,,,3.0,10.0,,
721,195501140BOS,MNL,game,,Ed Kalafat,kalafed01,,4.0,,,,,,1.0,3.0,0.333,,,,,,,,3.0,9.0,,
722,195501140BOS,MNL,game,,Jim Holstein,holstji01,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
723,195501140BOS,MNL,game,,Don Sunderlage,sundedo01,,0.0,,,,,,0.0,0.0,,,,,,,,,2.0,0.0,,
724,195501140BOS,MNL,game,,Bobby Watson,watsobo01,,0.0,,,,,,0.0,0.0,,,,,,,,,1.0,0.0,,
725,195501140BOS,BOS,game,,Ed Macauley,macaued01,,8.0,,,,,,11.0,12.0,0.917,,,13.0,,,,,2.0,27.0,,
726,195501140BOS,BOS,game,,Don Barksdale,barksdo01,,8.0,,,,,,2.0,3.0,0.667,,,,,,,,2.0,18.0,,
727,195501140BOS,BOS,game,,Bob Cousy,cousybo01,,7.0,12.0,0.583,,,,4.0,6.0,0.667,,,,14.0,,,,3.0,18.0,,
728,195501140BOS,BOS,game,,Bill Sharman,sharmbi01,,7.0,,,,,,4.0,5.0,0.8,,,,,,,,3.0,18.0,,
729,195501140BOS,BOS,game,,Jack Nichols,nichoja01,,5.0,7.0,0.714,,,,0.0,1.0,0.0,,,,,,,,2.0,10.0,,
730,195501140BOS,BOS,game,,Frank Ramsey,ramsefr01,,3.0,,,,,,2.0,3.0,0.667,,,,,,,,1.0,8.0,,
731,195501140BOS,BOS,game,,Fred Scolari,scolafr01,,0.0,,,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,,
732,195501140BOS,BOS,game,,Bob Brannum,brannbo01,,0.0,,,,,,0.0,0.0,,,,,,,,,2.0,0.0,,
733,195501140BOS,BOS,game,,Red Morrison,morrire01,,0.0,,,,,,0.0,1.0,0.0,,,,,,,,2.0,0.0,,
734,195502240MNL,BOS,game,,Bill Sharman,sharmbi01,,5.0,15.0,0.333,,,,13.0,13.0,1.0,,,,,,,,4.0,23.0,,
735,195502240MNL,BOS,game,,Ed Macauley,macaued01,,3.0,8.0,0.375,,,,11.0,12.0,0.917,,,,,,,,3.0,17.0,,
736,195502240MNL,BOS,game,,Bob Cousy,cousybo01,,3.0,14.0,0.214,,,,7.0,8.0,0.875,,,,,,,,1.0,13.0,,
737,195502240MNL,BOS,game,,Bob Brannum,brannbo01,,3.0,11.0,0.273,,,,6.0,10.0,0.6,,,,,,,,2.0,12.0,,
738,195502240MNL,BOS,game,,Frank Ramsey,ramsefr01,,4.0,9.0,0.444,,,,2.0,3.0,0.667,,,,,,,,3.0,10.0,,
739,195502240MNL,BOS,game,,Don Barksdale,barksdo01,,3.0,8.0,0.375,,,,3.0,4.0,0.75,,,,,,,,5.0,9.0,,
740,195502240MNL,BOS,game,,Red Morrison,morrire01,,3.0,9.0,0.333,,,,2.0,2.0,1.0,,,,,,,,6.0,8.0,,
741,195502240MNL,BOS,game,,Togo Palazzi,palazto01,,1.0,5.0,0.2,,,,4.0,6.0,0.667,,,,,,,,4.0,6.0,,
742,195502240MNL,BOS,game,,Fred Scolari,scolafr01,,0.0,1.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
743,195502240MNL,MNL,game,,Clyde Lovellette,lovelcl01,,8.0,21.0,0.381,,,,7.0,12.0,0.583,,,,,,,,4.0,23.0,,
744,195502240MNL,MNL,game,,Slater Martin,martisl01,,9.0,15.0,0.6,,,,3.0,6.0,0.5,,,,,,,,6.0,21.0,,
745,195502240MNL,MNL,game,,Dick Schnittker,schnidi01,,5.0,7.0,0.714,,,,7.0,11.0,0.636,,,,,,,,5.0,17.0,,
746,195502240MNL,MNL,game,,Whitey Skoog,skoogwh01,,6.0,15.0,0.4,,,,1.0,1.0,1.0,,,,,,,,3.0,13.0,,
747,195502240MNL,MNL,game,,Vern Mikkelsen,mikkeve01,,5.0,11.0,0.455,,,,1.0,2.0,0.5,,,,,,,,5.0,11.0,,
748,195502240MNL,MNL,game,,Lew Hitch,hitchle01,,3.0,5.0,0.6,,,,4.0,5.0,0.8,,,,,,,,1.0,10.0,,
749,195502240MNL,MNL,game,,Ed Kalafat,kalafed01,,3.0,7.0,0.429,,,,3.0,5.0,0.6,,,,,,,,6.0,9.0,,
750,195502240MNL,MNL,game,,Jim Holstein,holstji01,,2.0,6.0,0.333,,,,2.0,2.0,1.0,,,,,,,,3.0,6.0,,
751,195502240MNL,MNL,game,,Bob Carney,carnebo01,,1.0,2.0,0.5,,,,0.0,0.0,,,,,,,,,3.0,2.0,,
752,195502240MNL,MNL,game,,Jim Pollard,pollaji01,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,1.0,0.0,,
753,195502250BOS,MNL,game,,Whitey Skoog,skoogwh01,,12.0,19.0,0.632,,,,7.0,7.0,1.0,,,,,,,,4.0,31.0,,
754,195502250BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,9.0,17.0,0.529,,,,8.0,12.0,0.667,,,,,,,,5.0,26.0,,
755,195502250BOS,MNL,game,,Dick Schnittker,schnidi01,,8.0,14.0,0.571,,,,5.0,6.0,0.833,,,,,,,,6.0,21.0,,
756,195502250BOS,MNL,game,,Slater Martin,martisl01,,1.0,7.0,0.143,,,,9.0,12.0,0.75,,,,,,,,6.0,11.0,,
757,195502250BOS,MNL,game,,Jim Holstein,holstji01,,2.0,5.0,0.4,,,,2.0,3.0,0.667,,,,,,,,4.0,6.0,,
758,195502250BOS,MNL,game,,Clyde Lovellette,lovelcl01,,2.0,11.0,0.182,,,,2.0,3.0,0.667,,,,,,,,2.0,6.0,,
759,195502250BOS,MNL,game,,Ed Kalafat,kalafed01,,1.0,2.0,0.5,,,,0.0,0.0,,,,,,,,,1.0,2.0,,
760,195502250BOS,MNL,game,,Lew Hitch,hitchle01,,0.0,1.0,0.0,,,,1.0,2.0,0.5,,,,,,,,0.0,1.0,,
761,195502250BOS,MNL,game,,Jim Pollard,pollaji01,,0.0,2.0,0.0,,,,0.0,0.0,,,,,,,,,1.0,0.0,,
762,195502250BOS,BOS,game,,Bob Cousy,cousybo01,,6.0,15.0,0.4,,,,15.0,16.0,0.938,,,,,,,,2.0,27.0,,
763,195502250BOS,BOS,game,,Frank Ramsey,ramsefr01,,6.0,13.0,0.462,,,,6.0,8.0,0.75,,,,,,,,4.0,18.0,,
764,195502250BOS,BOS,game,,Bill Sharman,sharmbi01,,7.0,16.0,0.438,,,,4.0,4.0,1.0,,,,,,,,4.0,18.0,,
765,195502250BOS,BOS,game,,Ed Macauley,macaued01,,4.0,8.0,0.5,,,,7.0,7.0,1.0,,,,,,,,4.0,15.0,,
766,195502250BOS,BOS,game,,Bob Brannum,brannbo01,,6.0,11.0,0.545,,,,1.0,4.0,0.25,,,,,,,,4.0,13.0,,
767,195502250BOS,BOS,game,,Red Morrison,morrire01,,5.0,9.0,0.556,,,,2.0,3.0,0.667,,,,,,,,6.0,12.0,,
768,195502250BOS,BOS,game,,Don Barksdale,barksdo01,,1.0,8.0,0.125,,,,2.0,2.0,1.0,,,,,,,,4.0,4.0,,
769,195503040BOS,MNL,game,,Slater Martin,martisl01,,9.0,13.0,0.692,,,,8.0,9.0,0.889,,,,,,,,3.0,26.0,,
770,195503040BOS,MNL,game,,Clyde Lovellette,lovelcl01,,8.0,,,,,,3.0,8.0,0.375,,,,,,,,3.0,19.0,,
771,195503040BOS,MNL,game,,Jim Pollard,pollaji01,,7.0,13.0,0.538,,,,4.0,4.0,1.0,,,,,,,,4.0,18.0,,
772,195503040BOS,MNL,game,,Dick Schnittker,schnidi01,,6.0,10.0,0.6,,,,6.0,8.0,0.75,,,,,,,,2.0,18.0,,
773,195503040BOS,MNL,game,,Whitey Skoog,skoogwh01,,7.0,12.0,0.583,,,,2.0,2.0,1.0,,,,,,,,6.0,16.0,,
774,195503040BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,6.0,13.0,0.462,,,,2.0,4.0,0.5,,,,,,,,3.0,14.0,,
775,195503040BOS,MNL,game,,Bob Carney,carnebo01,,2.0,,,,,,0.0,0.0,,,,,,,,,2.0,4.0,,
776,195503040BOS,MNL,game,,Lew Hitch,hitchle01,,1.0,,,,,,2.0,2.0,1.0,,,,,,,,0.0,4.0,,
777,195503040BOS,MNL,game,,Ed Kalafat,kalafed01,,1.0,,,,,,0.0,2.0,0.0,,,,,,,,5.0,2.0,,
778,195503040BOS,BOS,game,,Frank Ramsey,ramsefr01,,8.0,,,,,,8.0,10.0,0.8,,,,,,,,5.0,24.0,,
779,195503040BOS,BOS,game,,Ed Macauley,macaued01,,6.0,,,,,,5.0,7.0,0.714,,,,,,,,4.0,17.0,,
780,195503040BOS,BOS,game,,Bob Cousy,cousybo01,,6.0,,,,,,3.0,5.0,0.6,,,,,,,,0.0,15.0,,
781,195503040BOS,BOS,game,,Togo Palazzi,palazto01,,5.0,,,,,,1.0,1.0,1.0,,,,,,,,2.0,11.0,,
782,195503040BOS,BOS,game,,Bill Sharman,sharmbi01,,4.0,,,,,,3.0,3.0,1.0,,,,,,,,1.0,11.0,,
783,195503040BOS,BOS,game,,Bob Brannum,brannbo01,,3.0,,,,,,3.0,4.0,0.75,,,,,,,,5.0,9.0,,
784,195503040BOS,BOS,game,,Fred Scolari,scolafr01,,4.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,9.0,,
785,195503040BOS,BOS,game,,Don Barksdale,barksdo01,,3.0,,,,,,0.0,0.0,,,,,,,,,2.0,6.0,,
786,195503040BOS,BOS,game,,Red Morrison,morrire01,,1.0,,,,,,1.0,3.0,0.333,,,,,,,,3.0,3.0,,
787,195503040BOS,BOS,game,,Jack Nichols,nichoja01,,0.0,0.0,,,,,1.0,1.0,1.0,,,,,,,,3.0,1.0,,
788,195511110BOS,MNL,game,,Slater Martin,martisl01,33:00,2.0,11.0,0.182,,,,6.0,7.0,0.857,,,,4.0,,,,2.0,10.0,,
789,195511110BOS,MNL,game,,Whitey Skoog,skoogwh01,31:00,2.0,8.0,0.25,,,,4.0,4.0,1.0,,,,1.0,,,,1.0,8.0,,
790,195511110BOS,MNL,game,,Clyde Lovellette,lovelcl01,28:00,4.0,10.0,0.4,,,,1.0,3.0,0.333,,,,2.0,,,,4.0,9.0,,
791,195511110BOS,MNL,game,,Dick Schnittker,schnidi01,24:00,2.0,6.0,0.333,,,,8.0,11.0,0.727,,,,0.0,,,,4.0,12.0,,
792,195511110BOS,MNL,game,,Vern Mikkelsen,mikkeve01,24:00,3.0,6.0,0.5,,,,3.0,5.0,0.6,,,,2.0,,,,1.0,9.0,,
793,195511110BOS,MNL,game,,Bob Williams,willibo01,21:00,0.0,3.0,0.0,,,,2.0,4.0,0.5,,,,0.0,,,,3.0,2.0,,
794,195511110BOS,MNL,game,,Chuck Mencel,mencech01,19:00,2.0,6.0,0.333,,,,0.0,0.0,,,,,3.0,,,,3.0,4.0,,
795,195511110BOS,MNL,game,,Ed Kalafat,kalafed01,18:00,3.0,10.0,0.3,,,,1.0,1.0,1.0,,,,0.0,,,,3.0,7.0,,
796,195511110BOS,MNL,game,,Lew Hitch,hitchle01,15:00,1.0,5.0,0.2,,,,1.0,2.0,0.5,,,,1.0,,,,3.0,3.0,,
797,195511110BOS,MNL,game,,Dick Garmaker,garmadi01,14:00,2.0,8.0,0.25,,,,2.0,2.0,1.0,,,,3.0,,,,1.0,6.0,,
798,195511110BOS,MNL,game,,Ron Feiereisel,feierro01,14:00,2.0,8.0,0.25,,,,1.0,1.0,1.0,,,,2.0,,,,0.0,5.0,,
799,195511110BOS,BOS,game,,Ernie Barrett,barreer01,37:00,5.0,15.0,0.333,,,,1.0,1.0,1.0,,,,7.0,,,,1.0,11.0,,
800,195511110BOS,BOS,game,,Togo Palazzi,palazto01,29:00,6.0,17.0,0.353,,,,0.0,0.0,,,,,2.0,,,,2.0,12.0,,
801,195511110BOS,BOS,game,,Jim Loscutoff,loscuji01,28:00,2.0,11.0,0.182,,,,7.0,8.0,0.875,,,,4.0,,,,4.0,11.0,,
802,195511110BOS,BOS,game,,Bob Cousy,cousybo01,28:00,3.0,8.0,0.375,,,,3.0,6.0,0.5,,,,13.0,,,,1.0,9.0,,
803,195511110BOS,BOS,game,,Bill Sharman,sharmbi01,27:00,6.0,14.0,0.429,,,,3.0,5.0,0.6,,,,0.0,,,,0.0,15.0,,
804,195511110BOS,BOS,game,,Ed Macauley,macaued01,26:00,9.0,16.0,0.563,,,,5.0,6.0,0.833,,,,2.0,,,,2.0,23.0,,
805,195511110BOS,BOS,game,,Red Morrison,morrire01,23:00,7.0,11.0,0.636,,,,2.0,5.0,0.4,,,,4.0,,,,4.0,16.0,,
806,195511110BOS,BOS,game,,Dick Hemric,hemridi01,22:00,2.0,6.0,0.333,,,,6.0,6.0,1.0,,,,2.0,,,,6.0,10.0,,
807,195511110BOS,BOS,game,,Jack Nichols,nichoja01,20:00,6.0,11.0,0.545,,,,0.0,0.0,,,,,5.0,,,,5.0,12.0,,
808,195512100BOS,MNL,game,,Slater Martin,martisl01,41:00,6.0,18.0,0.333,,,,3.0,4.0,0.75,,,,12.0,,,,3.0,15.0,,
809,195512100BOS,MNL,game,,Clyde Lovellette,lovelcl01,35:00,8.0,22.0,0.364,,,,5.0,8.0,0.625,,,16.0,0.0,,,,3.0,21.0,,
810,195512100BOS,MNL,game,,Lew Hitch,hitchle01,35:00,2.0,6.0,0.333,,,,3.0,3.0,1.0,,,,3.0,,,,0.0,7.0,,
811,195512100BOS,MNL,game,,Whitey Skoog,skoogwh01,34:00,10.0,14.0,0.714,,,,0.0,2.0,0.0,,,,4.0,,,,1.0,20.0,,
812,195512100BOS,MNL,game,,Ed Kalafat,kalafed01,30:00,4.0,10.0,0.4,,,,6.0,6.0,1.0,,,,5.0,,,,1.0,14.0,,
813,195512100BOS,MNL,game,,Vern Mikkelsen,mikkeve01,22:00,2.0,8.0,0.25,,,,8.0,9.0,0.889,,,,4.0,,,,5.0,12.0,,
814,195512100BOS,MNL,game,,Dick Schnittker,schnidi01,18:00,4.0,10.0,0.4,,,,3.0,3.0,1.0,,,,1.0,,,,5.0,11.0,,
815,195512100BOS,MNL,game,,Chuck Mencel,mencech01,13:00,1.0,4.0,0.25,,,,0.0,0.0,,,,,1.0,,,,0.0,2.0,,
816,195512100BOS,MNL,game,,Dick Garmaker,garmadi01,10:00,0.0,2.0,0.0,,,,0.0,0.0,,,,,1.0,,,,1.0,0.0,,
817,195512100BOS,MNL,game,,Bob Williams,willibo01,2:00,0.0,1.0,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,
818,195512100BOS,BOS,game,,Bob Cousy,cousybo01,43:00,7.0,21.0,0.333,,,,1.0,2.0,0.5,,,,17.0,,,,1.0,15.0,,
819,195512100BOS,BOS,game,,Ed Macauley,macaued01,39:00,8.0,19.0,0.421,,,,2.0,3.0,0.667,,,12.0,4.0,,,,4.0,18.0,,
820,195512100BOS,BOS,game,,Bill Sharman,sharmbi01,36:00,7.0,20.0,0.35,,,,1.0,1.0,1.0,,,,6.0,,,,1.0,15.0,,
821,195512100BOS,BOS,game,,Jim Loscutoff,loscuji01,29:00,9.0,13.0,0.692,,,,0.0,0.0,,,,11.0,2.0,,,,3.0,18.0,,
822,195512100BOS,BOS,game,,Red Morrison,morrire01,23:00,3.0,5.0,0.6,,,,3.0,6.0,0.5,,,,1.0,,,,4.0,9.0,,
823,195512100BOS,BOS,game,,Arnie Risen,risenar01,21:00,4.0,7.0,0.571,,,,2.0,2.0,1.0,,,,1.0,,,,5.0,10.0,,
824,195512100BOS,BOS,game,,Jack Nichols,nichoja01,20:00,7.0,14.0,0.5,,,,3.0,3.0,1.0,,,,2.0,,,,5.0,17.0,,
825,195512100BOS,BOS,game,,Ernie Barrett,barreer01,17:00,4.0,9.0,0.444,,,,2.0,2.0,1.0,,,,6.0,,,,0.0,10.0,,
826,195512100BOS,BOS,game,,Togo Palazzi,palazto01,6:00,2.0,4.0,0.5,,,,1.0,1.0,1.0,,,,0.0,,,,0.0,5.0,,
827,195512100BOS,BOS,game,,Dick Hemric,hemridi01,6:00,0.0,1.0,0.0,,,,1.0,3.0,0.333,,,,1.0,,,,2.0,1.0,,
828,195512200BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,8.0,,,,,,6.0,7.0,0.857,,,,,,,,4.0,22.0,,
829,195512200BOS,MNL,game,,Clyde Lovellette,lovelcl01,,9.0,,,,,,2.0,3.0,0.667,,,,,,,,5.0,20.0,,
830,195512200BOS,MNL,game,,Ed Kalafat,kalafed01,,6.0,,,,,,4.0,5.0,0.8,,,,,,,,4.0,16.0,,
831,195512200BOS,MNL,game,,Lew Hitch,hitchle01,,4.0,,,,,,5.0,6.0,0.833,,,,,,,,1.0,13.0,,
832,195512200BOS,MNL,game,,Slater Martin,martisl01,,1.0,,,,,,7.0,8.0,0.875,,,,,,,,5.0,9.0,,
833,195512200BOS,MNL,game,,Whitey Skoog,skoogwh01,,3.0,,,,,,3.0,4.0,0.75,,,,,,,,4.0,9.0,,
834,195512200BOS,MNL,game,,Chuck Mencel,mencech01,,3.0,,,,,,0.0,0.0,,,,,,,,,1.0,6.0,,
835,195512200BOS,MNL,game,,Dick Schnittker,schnidi01,,1.0,,,,,,3.0,4.0,0.75,,,,,,,,3.0,5.0,,
836,195512200BOS,MNL,game,,Dick Garmaker,garmadi01,,2.0,,,,,,0.0,2.0,0.0,,,,,,,,2.0,4.0,,
837,195512200BOS,BOS,game,,Bob Cousy,cousybo01,,9.0,,,,,,4.0,8.0,0.5,,,,,,,,5.0,22.0,,
838,195512200BOS,BOS,game,,Jack Nichols,nichoja01,,8.0,,,,,,6.0,7.0,0.857,,,,,,,,3.0,22.0,,
839,195512200BOS,BOS,game,,Ed Macauley,macaued01,,6.0,,,,,,7.0,8.0,0.875,,,,,,,,3.0,19.0,,
840,195512200BOS,BOS,game,,Bill Sharman,sharmbi01,,6.0,,,,,,5.0,5.0,1.0,,,,,,,,4.0,17.0,,
841,195512200BOS,BOS,game,,Ernie Barrett,barreer01,,4.0,,,,,,4.0,4.0,1.0,,,,,,,,5.0,12.0,,
842,195512200BOS,BOS,game,,Jim Loscutoff,loscuji01,,5.0,,,,,,1.0,1.0,1.0,,,,,,,,4.0,11.0,,
843,195512200BOS,BOS,game,,Arnie Risen,risenar01,,3.0,,,,,,2.0,6.0,0.333,,,,,,,,4.0,8.0,,
844,195512200BOS,BOS,game,,Red Morrison,morrire01,,0.0,,,,,,0.0,1.0,0.0,,,,,,,,1.0,0.0,,
845,195512200BOS,BOS,game,,Togo Palazzi,palazto01,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
846,195512250MNL,BOS,game,,Bob Cousy,cousybo01,,7.0,15.0,0.467,,,,11.0,13.0,0.846,,,,,,,,3.0,25.0,,
847,195512250MNL,BOS,game,,Bill Sharman,sharmbi01,,10.0,17.0,0.588,,,,5.0,6.0,0.833,,,,,,,,0.0,25.0,,
848,195512250MNL,BOS,game,,Ed Macauley,macaued01,,7.0,13.0,0.538,,,,5.0,9.0,0.556,,,,,,,,2.0,19.0,,
849,195512250MNL,BOS,game,,Jack Nichols,nichoja01,,6.0,17.0,0.353,,,,3.0,6.0,0.5,,,,,,,,4.0,15.0,,
850,195512250MNL,BOS,game,,Ernie Barrett,barreer01,,2.0,3.0,0.667,,,,4.0,5.0,0.8,,,,,,,,3.0,8.0,,
851,195512250MNL,BOS,game,,Dick Hemric,hemridi01,,3.0,3.0,1.0,,,,2.0,2.0,1.0,,,,,,,,4.0,8.0,,
852,195512250MNL,BOS,game,,Arnie Risen,risenar01,,2.0,6.0,0.333,,,,3.0,5.0,0.6,,,,,,,,4.0,7.0,,
853,195512250MNL,BOS,game,,Jim Loscutoff,loscuji01,,3.0,4.0,0.75,,,,0.0,0.0,,,,,,,,,5.0,6.0,,
854,195512250MNL,BOS,game,,Red Morrison,morrire01,,1.0,2.0,0.5,,,,0.0,1.0,0.0,,,,,,,,3.0,2.0,,
855,195512250MNL,BOS,game,,Togo Palazzi,palazto01,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,2.0,0.0,,
856,195512250MNL,MNL,game,,Clyde Lovellette,lovelcl01,,14.0,25.0,0.56,,,,7.0,10.0,0.7,,,,,,,,3.0,35.0,,
857,195512250MNL,MNL,game,,Vern Mikkelsen,mikkeve01,,8.0,20.0,0.4,,,,10.0,14.0,0.714,,,,,,,,4.0,26.0,,
858,195512250MNL,MNL,game,,Slater Martin,martisl01,,4.0,9.0,0.444,,,,7.0,8.0,0.875,,,,,,,,6.0,15.0,,
859,195512250MNL,MNL,game,,Whitey Skoog,skoogwh01,,5.0,14.0,0.357,,,,2.0,3.0,0.667,,,,,,,,5.0,12.0,,
860,195512250MNL,MNL,game,,Dick Garmaker,garmadi01,,4.0,8.0,0.5,,,,1.0,1.0,1.0,,,,,,,,1.0,9.0,,
861,195512250MNL,MNL,game,,Lew Hitch,hitchle01,,3.0,7.0,0.429,,,,0.0,1.0,0.0,,,,,,,,1.0,6.0,,
862,195512250MNL,MNL,game,,Dick Schnittker,schnidi01,,1.0,2.0,0.5,,,,2.0,3.0,0.667,,,,,,,,2.0,4.0,,
863,195512250MNL,MNL,game,,Chuck Mencel,mencech01,,1.0,5.0,0.2,,,,1.0,2.0,0.5,,,,,,,,3.0,3.0,,
864,195512250MNL,MNL,game,,Ed Kalafat,kalafed01,,0.0,5.0,0.0,,,,2.0,2.0,1.0,,,,,,,,5.0,2.0,,
865,195512250MNL,MNL,game,,Johnny Horan,horanjo01,,0.0,1.0,0.0,,,,0.0,0.0,,,,,,,,,1.0,0.0,,
866,195601110BOS,MNL,game,,Clyde Lovellette,lovelcl01,,10.0,23.0,0.435,,,,4.0,5.0,0.8,,,,,,,,4.0,24.0,,
867,195601110BOS,MNL,game,,Vern Mikkelsen,mikkeve01,,6.0,14.0,0.429,,,,7.0,9.0,0.778,,,,,,,,4.0,19.0,,
868,195601110BOS,MNL,game,,Dick Schnittker,schnidi01,,7.0,14.0,0.5,,,,3.0,4.0,0.75,,,,,,,,3.0,17.0,,
869,195601110BOS,MNL,game,,Whitey Skoog,skoogwh01,,7.0,15.0,0.467,,,,1.0,1.0,1.0,,,,,,,,6.0,15.0,,
870,195601110BOS,MNL,game,,Slater Martin,martisl01,,4.0,11.0,0.364,,,,6.0,9.0,0.667,,,,,,,,6.0,14.0,,
871,195601110BOS,MNL,game,,Ed Kalafat,kalafed01,,5.0,11.0,0.455,,,,3.0,4.0,0.75,,,,,,,,4.0,13.0,,
872,195601110BOS,MNL,game,,Lew Hitch,hitchle01,,2.0,3.0,0.667,,,,0.0,0.0,,,,,,,,,1.0,4.0,,
873,195601110BOS,MNL,game,,Dick Garmaker,garmadi01,,1.0,5.0,0.2,,,,1.0,1.0,1.0,,,,,,,,4.0,3.0,,
874,195601110BOS,MNL,game,,Chuck Mencel,mencech01,,1.0,4.0,0.25,,,,1.0,2.0,0.5,,,,,,,,1.0,3.0,,
875,195601110BOS,MNL,game,,Johnny Horan,horanjo01,,1.0,1.0,1.0,,,,0.0,0.0,,,,,,,,,0.0,2.0,,
876,195601110BOS,BOS,game,,Bob Cousy,cousybo01,,6.0,21.0,0.286,,,,12.0,14.0,0.857,,,,,,,,3.0,24.0,,
877,195601110BOS,BOS,game,,Bill Sharman,sharmbi01,,4.0,10.0,0.4,,,,11.0,11.0,1.0,,,,,,,,4.0,19.0,,
878,195601110BOS,BOS,game,,Ed Macauley,macaued01,,5.0,13.0,0.385,,,,5.0,6.0,0.833,,,,,,,,1.0,15.0,,
879,195601110BOS,BOS,game,,Arnie Risen,risenar01,,6.0,11.0,0.545,,,,2.0,3.0,0.667,,,,,,,,6.0,14.0,,
880,195601110BOS,BOS,game,,Ernie Barrett,barreer01,,6.0,14.0,0.429,,,,1.0,1.0,1.0,,,,,,,,2.0,13.0,,
881,195601110BOS,BOS,game,,Dick Hemric,hemridi01,,3.0,8.0,0.375,,,,6.0,7.0,0.857,,,,,,,,5.0,12.0,,
882,195601110BOS,BOS,game,,Jim Loscutoff,loscuji01,,3.0,9.0,0.333,,,,1.0,1.0,1.0,,,,,,,,3.0,7.0,,
883,195601110BOS,BOS,game,,Red Morrison,morrire01,,1.0,7.0,0.143,,,,2.0,4.0,0.5,,,,,,,,0.0,4.0,,
884,195601110BOS,BOS,game,,Togo Palazzi,palazto01,,1.0,7.0,0.143,,,,0.0,1.0,0.0,,,,,,,,2.0,2.0,,
885,195602010MNL,BOS,game,,Ed Macauley,macaued01,,4.0,10.0,0.4,,,,18.0,19.0,0.947,,,,,,,,6.0,26.0,,
886,195602010MNL,BOS,game,,Bob Cousy,cousybo01,,6.0,27.0,0.222,,,,8.0,10.0,0.8,,,,,,,,5.0,20.0,,
887,195602010MNL,BOS,game,,Dick Hemric,hemridi01,,5.0,7.0,0.714,,,,7.0,11.0,0.636,,,,,,,,1.0,17.0,,
888,195602010MNL,BOS,game,,Bill Sharman,sharmbi01,,5.0,12.0,0.417,,,,1.0,1.0,1.0,,,,,,,,2.0,11.0,,
889,195602010MNL,BOS,game,,Togo Palazzi,palazto01,,4.0,10.0,0.4,,,,2.0,2.0,1.0,,,,,,,,5.0,10.0,,
890,195602010MNL,BOS,game,,Arnie Risen,risenar01,,3.0,10.0,0.3,,,,3.0,3.0,1.0,,,,,,,,5.0,9.0,,
891,195602010MNL,BOS,game,,Jim Loscutoff,loscuji01,,3.0,5.0,0.6,,,,1.0,2.0,0.5,,,,,,,,1.0,7.0,,
892,195602010MNL,BOS,game,,Ernie Barrett,barreer01,,1.0,7.0,0.143,,,,2.0,2.0,1.0,,,,,,,,1.0,4.0,,
893,195602010MNL,BOS,game,,Red Morrison,morrire01,,1.0,1.0,1.0,,,,0.0,1.0,0.0,,,,,,,,4.0,2.0,,
894,195602010MNL,MNL,game,,Clyde Lovellette,lovelcl01,,8.0,16.0,0.5,,,,5.0,6.0,0.833,,,,,,,,2.0,21.0,,
895,195602010MNL,MNL,game,,Slater Martin,martisl01,,8.0,14.0,0.571,,,,5.0,5.0,1.0,,,,,,,,5.0,21.0,,
896,195602010MNL,MNL,game,,Dick Schnittker,schnidi01,,4.0,7.0,0.571,,,,12.0,13.0,0.923,,,,,,,,4.0,20.0,,
897,195602010MNL,MNL,game,,Whitey Skoog,skoogwh01,,5.0,13.0,0.385,,,,3.0,3.0,1.0,,,,,,,,2.0,13.0,,
898,195602010MNL,MNL,game,,George Mikan,mikange01,,6.0,13.0,0.462,,,,0.0,2.0,0.0,,,,,,,,6.0,12.0,,
899,195602010MNL,MNL,game,,Vern Mikkelsen,mikkeve01,,3.0,7.0,0.429,,,,3.0,4.0,0.75,,,,,,,,5.0,9.0,,
900,195602010MNL,MNL,game,,Dick Garmaker,garmadi01,,1.0,6.0,0.167,,,,3.0,3.0,1.0,,,,,,,,2.0,5.0,,
901,195602010MNL,MNL,game,,Lew Hitch,hitchle01,,1.0,1.0,1.0,,,,0.0,3.0,0.0,,,,,,,,3.0,2.0,,
902,195602010MNL,MNL,game,,Ed Kalafat,kalafed01,,1.0,2.0,0.5,,,,0.0,3.0,0.0,,,,,,,,4.0,2.0,,
903,195602010MNL,MNL,game,,Chuck Mencel,mencech01,,0.0,1.0,0.0,,,,2.0,2.0,1.0,,,,,,,,1.0,2.0,,
