,Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
5566,199301310BOS,LAL,game,True,Sedale Threatt,threase01,40:00,7,12,0.583,0,0,,2,2,1.0,1,5,6,7,0,0,2,2,16,,
5567,199301310BOS,LAL,game,True,A.C. Green,greenac01,39:00,7,12,0.583,0,0,,1,2,0.5,6,6,12,1,0,0,2,2,15,,
5568,199301310BOS,LAL,game,True,Sam Perkins,perkisa01,36:00,4,11,0.364,0,0,,0,0,,1,3,4,3,2,1,0,3,8,,
5569,199301310BOS,LAL,game,True,Anthony Peeler,peelean01,32:00,7,11,0.636,1,1,1.0,1,6,0.167,1,4,5,4,2,0,1,3,16,,
5570,199301310BOS,LAL,game,True,James Worthy,worthja01,28:00,3,15,0.2,0,0,,4,4,1.0,0,5,5,4,0,0,1,1,10,,
5571,199301310BOS,LAL,game,False,Vlade Divac,divacvl01,26:00,4,11,0.364,0,1,0.0,5,8,0.625,3,7,10,2,1,2,3,3,13,,
5572,199301310BOS,LAL,game,False,Tony Smith,smithto02,16:00,2,4,0.5,0,0,,1,2,0.5,2,2,4,1,0,0,1,1,5,,
5573,199301310BOS,LAL,game,False,James Edwards,edwarja01,10:00,3,4,0.75,0,0,,0,0,,0,1,1,0,0,0,0,1,6,,
5574,199301310BOS,LAL,game,False,Duane Cooper,coopedu01,8:00,2,2,1.0,1,1,1.0,0,0,,0,1,1,1,0,0,0,1,5,,
5575,199301310BOS,LAL,game,False,Elden Campbell,campbel01,5:00,1,4,0.25,0,0,,0,0,,0,2,2,0,0,0,0,0,2,,
5576,199301310BOS,BOS,game,True,Reggie Lewis,lewisre01,40:00,9,24,0.375,0,3,0.0,5,6,0.833,0,2,2,6,1,0,2,5,23,,
5577,199301310BOS,BOS,game,True,Dee Brown,brownde01,35:00,7,14,0.5,1,3,0.333,2,2,1.0,1,2,3,8,0,0,0,1,17,,
5578,199301310BOS,BOS,game,True,Robert Parish,parisro01,28:00,3,7,0.429,0,0,,1,2,0.5,1,4,5,1,1,1,1,2,7,,
5579,199301310BOS,BOS,game,True,Kevin Gamble,gamblke01,21:00,4,9,0.444,1,2,0.5,0,0,,0,1,1,4,0,0,2,0,9,,
5580,199301310BOS,BOS,game,True,Lorenzo Williams,willilo01,17:00,1,3,0.333,0,0,,0,0,,4,7,11,0,0,0,1,1,2,,
5581,199301310BOS,BOS,game,False,Kevin McHale,mchalke01,31:00,5,11,0.455,0,0,,4,4,1.0,0,6,6,0,1,2,1,2,14,,
5582,199301310BOS,BOS,game,False,Xavier McDaniel,mcdanxa01,28:00,4,7,0.571,0,0,,1,2,0.5,1,0,1,1,0,0,1,3,9,,
5583,199301310BOS,BOS,game,False,Joe Kleine,kleinjo01,19:00,2,4,0.5,0,1,0.0,0,0,,0,9,9,1,1,0,0,2,4,,
5584,199301310BOS,BOS,game,False,Rick Fox,foxri01,8:00,1,2,0.5,0,0,,0,0,,0,1,1,0,0,0,0,1,2,,
5585,199301310BOS,BOS,game,False,Sherman Douglas,douglsh01,7:00,0,2,0.0,0,0,,0,0,,0,0,0,2,0,0,0,2,0,,
5586,199301310BOS,BOS,game,False,John Bagley,baglejo01,6:00,0,3,0.0,0,0,,0,0,,0,0,0,2,0,0,1,3,0,,
5587,199303190LAL,BOS,game,True,Reggie Lewis,lewisre01,45:00,9,12,0.75,1,2,0.5,4,4,1.0,1,8,9,5,2,0,2,3,23,,
5588,199303190LAL,BOS,game,True,Kevin Gamble,gamblke01,44:00,11,19,0.579,0,2,0.0,2,4,0.5,1,6,7,5,1,0,0,0,24,,
5589,199303190LAL,BOS,game,True,Robert Parish,parisro01,37:00,8,11,0.727,0,0,,3,6,0.5,5,7,12,1,2,0,1,2,19,,
5590,199303190LAL,BOS,game,True,Sherman Douglas,douglsh01,27:00,6,9,0.667,0,0,,3,3,1.0,2,2,4,8,0,0,3,4,15,,
5591,199303190LAL,BOS,game,True,Alaa Abdelnaby,abdelal01,18:00,3,8,0.375,0,0,,2,2,1.0,0,3,3,0,0,0,0,3,8,,
5592,199303190LAL,BOS,game,False,Dee Brown,brownde01,28:00,3,9,0.333,0,1,0.0,8,10,0.8,0,0,0,8,2,0,1,4,14,,
5593,199303190LAL,BOS,game,False,Xavier McDaniel,mcdanxa01,24:00,9,15,0.6,1,1,1.0,3,6,0.5,3,1,4,2,0,0,2,0,22,,
5594,199303190LAL,BOS,game,False,Joe Kleine,kleinjo01,10:00,2,2,1.0,0,0,,0,0,,0,2,2,1,0,0,0,0,4,,
5595,199303190LAL,BOS,game,False,Rick Fox,foxri01,7:00,0,1,0.0,0,0,,0,0,,0,0,0,0,1,0,0,1,0,,
5596,199303190LAL,LAL,game,True,James Worthy,worthja01,40:00,9,19,0.474,0,3,0.0,0,0,,1,3,4,6,0,0,2,0,18,,
5597,199303190LAL,LAL,game,True,A.C. Green,greenac01,40:00,7,12,0.583,2,2,1.0,0,0,,3,6,9,5,2,0,2,4,16,,
5598,199303190LAL,LAL,game,True,Sedale Threatt,threase01,39:00,8,15,0.533,0,1,0.0,3,3,1.0,0,3,3,11,2,0,1,4,19,,
5599,199303190LAL,LAL,game,True,Byron Scott,scottby01,33:00,7,12,0.583,1,2,0.5,5,5,1.0,1,0,1,3,1,0,0,4,20,,
5600,199303190LAL,LAL,game,True,Vlade Divac,divacvl01,33:00,6,11,0.545,0,1,0.0,5,6,0.833,1,8,9,2,2,0,1,6,17,,
5601,199303190LAL,LAL,game,False,Elden Campbell,campbel01,21:00,5,11,0.455,0,0,,2,2,1.0,3,2,5,1,0,0,0,0,12,,
5602,199303190LAL,LAL,game,False,Anthony Peeler,peelean01,16:00,3,6,0.5,1,3,0.333,0,0,,0,1,1,1,0,0,1,3,7,,
5603,199303190LAL,LAL,game,False,Doug Christie,chrisdo01,10:00,1,2,0.5,0,0,,2,2,1.0,1,1,2,1,1,0,4,3,4,,
5604,199303190LAL,LAL,game,False,Benoit Benjamin,benjabe01,8:00,3,7,0.429,0,0,,0,1,0.0,3,1,4,1,0,0,0,1,6,,
5605,199402270LAL,BOS,game,True,Dee Brown,brownde01,42:00,5,11,0.455,1,2,0.5,0,0,,0,5,5,5,2,0,2,3,11,,
5606,199402270LAL,BOS,game,True,Rick Fox,foxri01,34:00,8,11,0.727,2,3,0.667,1,2,0.5,2,4,6,4,2,1,4,3,19,,
5607,199402270LAL,BOS,game,True,Robert Parish,parisro01,32:00,5,11,0.455,0,0,,3,4,0.75,3,7,10,0,0,1,3,4,13,,
5608,199402270LAL,BOS,game,True,Sherman Douglas,douglsh01,29:00,7,9,0.778,0,0,,4,4,1.0,1,2,3,8,2,0,4,1,18,,
5609,199402270LAL,BOS,game,True,Dino Radja,radjadi01,21:00,4,9,0.444,0,0,,0,1,0.0,0,7,7,0,1,0,3,3,8,,
5610,199402270LAL,BOS,game,False,Kevin Gamble,gamblke01,28:00,3,8,0.375,0,2,0.0,2,2,1.0,0,0,0,4,0,0,1,1,8,,
5611,199402270LAL,BOS,game,False,Xavier McDaniel,mcdanxa01,25:00,6,8,0.75,0,0,,2,2,1.0,1,5,6,3,0,0,3,3,14,,
5612,199402270LAL,BOS,game,False,Acie Earl,earlac01,15:00,2,4,0.5,0,0,,0,0,,0,1,1,0,0,0,4,4,4,,
5613,199402270LAL,BOS,game,False,Ed Pinckney,pincked01,13:00,1,2,0.5,0,0,,0,2,0.0,1,3,4,1,0,1,0,0,2,,
5614,199402270LAL,BOS,game,False,Jimmy Oliver,oliveji01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,
5615,199402270LAL,LAL,game,True,Sedale Threatt,threase01,44:00,12,21,0.571,0,0,,2,2,1.0,0,0,0,3,1,0,2,2,26,,
5616,199402270LAL,LAL,game,True,Vlade Divac,divacvl01,40:00,13,24,0.542,0,2,0.0,2,3,0.667,1,12,13,5,0,0,4,2,28,,
5617,199402270LAL,LAL,game,True,George Lynch,lynchge01,37:00,5,7,0.714,0,0,,2,3,0.667,3,3,6,3,2,0,2,4,12,,
5618,199402270LAL,LAL,game,True,Nick Van Exel,vanexni01,35:00,4,12,0.333,1,2,0.5,0,0,,1,3,4,12,1,0,1,2,9,,
5619,199402270LAL,LAL,game,True,Elden Campbell,campbel01,30:00,4,10,0.4,0,0,,2,6,0.333,3,3,6,2,0,2,0,4,10,,
5620,199402270LAL,LAL,game,False,James Worthy,worthja01,25:00,3,8,0.375,0,0,,1,2,0.5,0,0,0,6,2,0,1,1,7,,
5621,199402270LAL,LAL,game,False,Doug Christie,chrisdo01,14:00,0,2,0.0,0,0,,1,2,0.5,0,2,2,1,2,0,0,1,1,,
5622,199402270LAL,LAL,game,False,James Edwards,edwarja01,8:00,2,4,0.5,0,0,,0,0,,0,0,0,0,0,0,0,1,4,,
5623,199402270LAL,LAL,game,False,Kurt Rambis,rambiku01,7:00,1,1,1.0,0,0,,1,2,0.5,1,1,2,0,1,0,0,0,3,,
5624,199403040BOS,LAL,game,True,Vlade Divac,divacvl01,45:00,7,17,0.412,0,2,0.0,5,5,1.0,4,7,11,3,2,0,3,1,19,,
5625,199403040BOS,LAL,game,True,Sedale Threatt,threase01,43:00,7,15,0.467,0,0,,0,0,,0,0,0,8,0,0,2,5,14,,
5626,199403040BOS,LAL,game,True,George Lynch,lynchge01,39:00,2,12,0.167,0,1,0.0,0,1,0.0,4,3,7,1,0,0,4,4,4,,
5627,199403040BOS,LAL,game,True,Nick Van Exel,vanexni01,38:00,9,18,0.5,6,9,0.667,2,3,0.667,2,4,6,5,2,0,3,2,26,,
5628,199403040BOS,LAL,game,True,Elden Campbell,campbel01,22:00,4,8,0.5,0,0,,4,4,1.0,3,5,8,0,2,0,0,4,12,,
5629,199403040BOS,LAL,game,False,James Worthy,worthja01,22:00,5,13,0.385,1,5,0.2,2,2,1.0,0,3,3,1,0,0,0,1,13,,
5630,199403040BOS,LAL,game,False,Doug Christie,chrisdo01,17:00,4,10,0.4,1,3,0.333,0,0,,2,1,3,1,0,1,1,1,9,,
5631,199403040BOS,LAL,game,False,Danny Schayes,schayda01,8:00,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,1,2,2,,
5632,199403040BOS,LAL,game,False,Kurt Rambis,rambiku01,6:00,0,0,,0,0,,0,0,,1,3,4,2,0,0,0,2,0,,
5633,199403040BOS,BOS,game,True,Dee Brown,brownde01,45:00,9,13,0.692,2,2,1.0,2,2,1.0,0,6,6,6,2,2,3,4,22,,
5634,199403040BOS,BOS,game,True,Dino Radja,radjadi01,44:00,15,22,0.682,0,0,,6,8,0.75,4,11,15,2,2,1,2,2,36,,
5635,199403040BOS,BOS,game,True,Sherman Douglas,douglsh01,40:00,4,11,0.364,0,1,0.0,1,2,0.5,2,1,3,8,0,2,1,0,9,,
5636,199403040BOS,BOS,game,True,Rick Fox,foxri01,32:00,4,11,0.364,0,2,0.0,0,2,0.0,1,6,7,1,0,0,1,2,8,,
5637,199403040BOS,BOS,game,True,Acie Earl,earlac01,24:00,4,10,0.4,0,0,,2,2,1.0,4,5,9,0,1,1,1,2,10,,
5638,199403040BOS,BOS,game,False,Ed Pinckney,pincked01,24:00,2,5,0.4,0,0,,7,8,0.875,3,5,8,2,1,1,1,4,11,,
5639,199403040BOS,BOS,game,False,Xavier McDaniel,mcdanxa01,20:00,4,10,0.4,0,0,,1,4,0.25,2,2,4,3,0,0,0,2,9,,
5640,199403040BOS,BOS,game,False,Jimmy Oliver,oliveji01,11:00,2,6,0.333,0,1,0.0,0,0,,0,0,0,1,1,0,0,1,4,,
5641,199501200BOS,LAL,game,True,Nick Van Exel,vanexni01,43:00,11,23,0.478,3,10,0.3,4,5,0.8,0,6,6,10,1,0,6,1,29,,
5642,199501200BOS,LAL,game,True,Cedric Ceballos,cebalce01,39:00,11,16,0.688,2,2,1.0,7,9,0.778,3,4,7,2,1,0,2,1,31,,
5643,199501200BOS,LAL,game,True,Eddie Jones,jonesed02,33:00,5,10,0.5,0,1,0.0,0,0,,0,6,6,1,0,0,4,0,10,,
5644,199501200BOS,LAL,game,True,Elden Campbell,campbel01,32:00,12,20,0.6,0,0,,6,9,0.667,7,2,9,0,0,2,0,5,30,,
5645,199501200BOS,LAL,game,True,Vlade Divac,divacvl01,23:00,3,5,0.6,0,0,,2,2,1.0,1,0,1,2,0,0,1,4,8,,
5646,199501200BOS,LAL,game,False,Sam Bowie,bowiesa01,30:00,0,0,,0,0,,0,0,,1,4,5,3,0,1,1,4,0,,
5647,199501200BOS,LAL,game,False,Tony Smith,smithto02,15:00,1,2,0.5,0,0,,0,0,,0,0,0,0,0,2,0,1,2,,
5648,199501200BOS,LAL,game,False,George Lynch,lynchge01,13:00,3,3,1.0,0,0,,0,0,,0,0,0,0,1,0,1,3,6,,
5649,199501200BOS,LAL,game,False,Anthony Peeler,peelean01,12:00,2,4,0.5,0,0,,0,0,,0,1,1,4,1,0,1,1,4,,
5650,199501200BOS,BOS,game,True,Dino Radja,radjadi01,33:00,8,18,0.444,0,0,,5,6,0.833,4,8,12,2,1,1,2,4,21,,
5651,199501200BOS,BOS,game,True,Dominique Wilkins,wilkido01,32:00,6,12,0.5,0,1,0.0,7,8,0.875,1,1,2,2,1,0,0,1,19,,
5652,199501200BOS,BOS,game,True,David Wesley,wesleda01,31:00,6,10,0.6,0,0,,1,3,0.333,1,2,3,4,4,0,0,3,13,,
5653,199501200BOS,BOS,game,True,Eric Montross,montrer01,24:00,1,3,0.333,0,0,,2,2,1.0,2,6,8,0,0,0,1,4,4,,
5654,199501200BOS,BOS,game,True,Dee Brown,brownde01,22:00,3,7,0.429,0,1,0.0,0,1,0.0,0,1,1,2,0,0,2,0,6,,
5655,199501200BOS,BOS,game,False,Rick Fox,foxri01,28:00,7,10,0.7,0,2,0.0,1,3,0.333,2,1,3,4,2,0,2,5,15,,
5656,199501200BOS,BOS,game,False,Pervis Ellison,ellispe01,20:00,3,4,0.75,0,0,,2,2,1.0,2,2,4,1,1,1,1,3,8,,
5657,199501200BOS,BOS,game,False,Xavier McDaniel,mcdanxa01,19:00,7,11,0.636,0,0,,0,0,,1,2,3,2,0,0,3,4,14,,
5658,199501200BOS,BOS,game,False,Sherman Douglas,douglsh01,17:00,4,6,0.667,0,0,,0,0,,0,0,0,4,0,0,1,1,8,,
5659,199501200BOS,BOS,game,False,Greg Minor,minorgr01,14:00,2,4,0.5,0,0,,6,6,1.0,1,1,2,3,0,0,0,0,10,,
5660,199503170LAL,BOS,game,True,Dee Brown,brownde01,44:00,8,17,0.471,2,6,0.333,0,0,,0,1,1,3,2,0,3,0,18,,
5661,199503170LAL,BOS,game,True,Sherman Douglas,douglsh01,41:00,13,19,0.684,1,2,0.5,6,7,0.857,3,3,6,7,2,0,6,2,33,,
5662,199503170LAL,BOS,game,True,Dominique Wilkins,wilkido01,40:00,9,24,0.375,0,2,0.0,4,6,0.667,8,1,9,2,0,1,3,1,22,,
5663,199503170LAL,BOS,game,True,Dino Radja,radjadi01,21:00,6,10,0.6,0,0,,2,2,1.0,3,2,5,0,0,2,1,5,14,,
5664,199503170LAL,BOS,game,True,Eric Montross,montrer01,15:00,1,2,0.5,0,0,,3,3,1.0,1,3,4,0,0,1,0,3,5,,
5665,199503170LAL,BOS,game,False,Derek Strong,stronde01,35:00,6,12,0.5,0,0,,5,6,0.833,4,9,13,1,2,0,2,5,17,,
5666,199503170LAL,BOS,game,False,Pervis Ellison,ellispe01,23:00,2,6,0.333,0,0,,2,2,1.0,3,11,14,4,0,0,1,3,6,,
5667,199503170LAL,BOS,game,False,Greg Minor,minorgr01,15:00,0,3,0.0,0,0,,0,0,,2,1,3,1,3,0,1,0,0,,
5668,199503170LAL,BOS,game,False,James Blackwell,blackja01,4:00,1,1,1.0,0,0,,0,0,,0,0,0,1,0,0,0,0,2,,
5669,199503170LAL,BOS,game,False,Acie Earl,earlac01,2:00,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,2,1,1,,
5670,199503170LAL,LAL,game,True,Anthony Peeler,peelean01,34:00,4,14,0.286,1,3,0.333,0,0,,2,1,3,4,0,0,2,3,9,,
5671,199503170LAL,LAL,game,True,Nick Van Exel,vanexni01,32:00,2,10,0.2,0,2,0.0,2,2,1.0,1,1,2,7,1,0,1,1,6,,
5672,199503170LAL,LAL,game,True,Vlade Divac,divacvl01,25:00,6,7,0.857,0,0,,2,2,1.0,1,4,5,2,2,3,5,4,14,,
5673,199503170LAL,LAL,game,True,Lloyd Daniels,daniell01,24:00,4,10,0.4,2,4,0.5,2,2,1.0,1,2,3,1,1,2,2,1,12,,
5674,199503170LAL,LAL,game,True,Sam Bowie,bowiesa01,20:00,1,1,1.0,0,0,,2,2,1.0,0,3,3,2,0,1,2,3,4,,
5675,199503170LAL,LAL,game,False,Sedale Threatt,threase01,29:00,7,12,0.583,0,1,0.0,0,0,,0,2,2,9,1,0,2,1,14,,
5676,199503170LAL,LAL,game,False,Anthony Miller,millean01,25:00,4,7,0.571,0,1,0.0,2,3,0.667,2,2,4,0,1,0,1,2,10,,
5677,199503170LAL,LAL,game,False,Elden Campbell,campbel01,19:00,4,10,0.4,0,0,,2,4,0.5,2,1,3,2,0,0,1,3,10,,
5678,199503170LAL,LAL,game,False,Tony Smith,smithto02,16:00,1,2,0.5,1,1,1.0,0,0,,0,1,1,2,1,0,1,1,3,,
5679,199503170LAL,LAL,game,False,Antonio Harvey,harvean01,11:00,3,7,0.429,0,0,,0,0,,1,2,3,2,0,0,0,2,6,,
5680,199503170LAL,LAL,game,False,Kurt Rambis,rambiku01,5:00,2,2,1.0,0,0,,0,0,,0,1,1,0,0,0,0,2,4,,
5681,199512260LAL,BOS,game,True,Dino Radja,radjadi01,42:00,9,19,0.474,0,0,,5,5,1.0,3,8,11,5,1,2,3,1,23,,
5682,199512260LAL,BOS,game,True,Dana Barros,barroda01,40:00,5,9,0.556,1,3,0.333,2,2,1.0,0,4,4,7,1,0,5,1,13,,
5683,199512260LAL,BOS,game,True,Dee Brown,brownde01,33:00,5,15,0.333,1,5,0.2,4,4,1.0,1,2,3,4,0,0,1,2,15,,
5684,199512260LAL,BOS,game,True,Rick Fox,foxri01,28:00,6,16,0.375,1,3,0.333,2,3,0.667,5,3,8,5,0,0,0,5,15,,
5685,199512260LAL,BOS,game,True,Eric Montross,montrer01,21:00,2,4,0.5,0,0,,0,0,,1,5,6,2,1,2,3,1,4,,
5686,199512260LAL,BOS,game,False,Todd Day,dayto01,26:00,3,9,0.333,1,4,0.25,0,0,,0,3,3,0,0,1,3,1,7,,
5687,199512260LAL,BOS,game,False,Pervis Ellison,ellispe01,17:00,4,4,1.0,0,0,,2,4,0.5,3,2,5,0,0,3,2,2,10,,
5688,199512260LAL,BOS,game,False,Greg Minor,minorgr01,16:00,1,7,0.143,0,0,,0,0,,3,0,3,2,0,0,1,1,2,,
5689,199512260LAL,BOS,game,False,David Wesley,wesleda01,8:00,0,1,0.0,0,1,0.0,0,0,,0,2,2,2,1,0,0,3,0,,
5690,199512260LAL,BOS,game,False,Alton Lister,listeal01,6:00,1,1,1.0,0,0,,0,2,0.0,0,0,0,0,0,2,0,2,2,,
5691,199512260LAL,BOS,game,False,Doug Smith,smithdo03,3:00,0,2,0.0,0,0,,0,0,,0,0,0,0,0,0,1,1,0,,
5692,199512260LAL,LAL,game,True,Vlade Divac,divacvl01,36:00,7,13,0.538,0,0,,2,5,0.4,1,10,11,7,0,2,3,6,16,,
5693,199512260LAL,LAL,game,True,Eddie Jones,jonesed02,34:00,9,15,0.6,0,2,0.0,1,2,0.5,3,4,7,2,6,0,1,1,19,,
5694,199512260LAL,LAL,game,True,Nick Van Exel,vanexni01,34:00,6,11,0.545,1,2,0.5,1,1,1.0,1,1,2,9,0,0,3,0,14,,
5695,199512260LAL,LAL,game,True,Cedric Ceballos,cebalce01,33:00,6,15,0.4,0,0,,5,6,0.833,4,2,6,4,2,1,2,3,17,,
5696,199512260LAL,LAL,game,True,Elden Campbell,campbel01,32:00,8,16,0.5,0,0,,0,2,0.0,1,8,9,1,1,0,2,4,16,,
5697,199512260LAL,LAL,game,False,Anthony Peeler,peelean01,30:00,5,9,0.556,0,2,0.0,0,0,,0,2,2,3,3,2,0,1,10,,
5698,199512260LAL,LAL,game,False,Derek Strong,stronde01,18:00,0,2,0.0,0,0,,2,2,1.0,0,1,1,1,0,0,0,3,2,,
5699,199512260LAL,LAL,game,False,Sedale Threatt,threase01,17:00,4,8,0.5,0,1,0.0,0,0,,0,0,0,5,2,0,1,5,8,,
5700,199512260LAL,LAL,game,False,Corie Blount,blounco01,6:00,0,1,0.0,0,0,,0,0,,1,2,3,0,0,1,1,1,0,,
5701,199601240BOS,LAL,game,True,Elden Campbell,campbel01,35:00,10,12,0.833,0,0,,6,7,0.857,2,8,10,4,0,1,1,4,26,,
5702,199601240BOS,LAL,game,True,Vlade Divac,divacvl01,33:00,7,13,0.538,0,0,,2,2,1.0,2,9,11,5,0,1,2,3,16,,
5703,199601240BOS,LAL,game,True,Eddie Jones,jonesed02,30:00,6,12,0.5,1,5,0.2,5,6,0.833,1,1,2,2,5,0,0,2,18,,
5704,199601240BOS,LAL,game,True,Cedric Ceballos,cebalce01,28:00,4,12,0.333,0,2,0.0,2,2,1.0,2,3,5,1,0,0,2,2,10,,
5705,199601240BOS,LAL,game,True,Nick Van Exel,vanexni01,27:00,8,15,0.533,2,5,0.4,0,0,,1,2,3,5,2,0,1,1,18,,
5706,199601240BOS,LAL,game,False,Anthony Peeler,peelean01,24:00,3,8,0.375,0,1,0.0,0,0,,0,3,3,4,2,0,1,1,6,,
5707,199601240BOS,LAL,game,False,Sedale Threatt,threase01,21:00,5,9,0.556,1,2,0.5,0,0,,0,1,1,3,0,0,2,4,11,,
5708,199601240BOS,LAL,game,False,Derek Strong,stronde01,18:00,1,4,0.25,0,0,,0,0,,1,5,6,1,1,0,1,0,2,,
5709,199601240BOS,LAL,game,False,George Lynch,lynchge01,15:00,5,7,0.714,0,0,,1,2,0.5,1,1,2,1,1,0,1,3,11,,
5710,199601240BOS,LAL,game,False,Corie Blount,blounco01,3:00,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,0,0,2,,
5711,199601240BOS,LAL,game,False,Anthony Miller,millean01,3:00,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,,
5712,199601240BOS,LAL,game,False,Fred Roberts,roberfr01,3:00,1,4,0.25,0,0,,0,1,0.0,0,2,2,3,0,0,0,2,2,,
5713,199601240BOS,BOS,game,True,Dino Radja,radjadi01,39:00,12,19,0.632,0,0,,4,8,0.5,0,12,12,2,1,3,2,2,28,,
5714,199601240BOS,BOS,game,True,Rick Fox,foxri01,33:00,3,7,0.429,1,3,0.333,4,4,1.0,0,4,4,10,1,1,5,2,11,,
5715,199601240BOS,BOS,game,True,Todd Day,dayto01,28:00,6,12,0.5,1,4,0.25,1,2,0.5,0,1,1,2,1,0,1,4,14,,
5716,199601240BOS,BOS,game,True,David Wesley,wesleda01,25:00,1,5,0.2,0,2,0.0,2,2,1.0,1,1,2,4,0,0,3,2,4,,
5717,199601240BOS,BOS,game,True,Eric Montross,montrer01,22:00,3,5,0.6,0,0,,0,0,,3,2,5,1,1,0,2,2,6,,
5718,199601240BOS,BOS,game,False,Dee Brown,brownde01,30:00,6,12,0.5,2,6,0.333,3,5,0.6,2,2,4,3,1,0,4,1,17,,
5719,199601240BOS,BOS,game,False,Dana Barros,barroda01,26:00,4,6,0.667,0,2,0.0,0,0,,0,1,1,3,0,0,1,0,8,,
5720,199601240BOS,BOS,game,False,Pervis Ellison,ellispe01,18:00,1,4,0.25,0,0,,1,1,1.0,0,5,5,3,0,1,0,4,3,,
5721,199601240BOS,BOS,game,False,Greg Minor,minorgr01,7:00,3,4,0.75,0,0,,0,0,,0,2,2,0,0,0,1,2,6,,
5722,199601240BOS,BOS,game,False,Junior Burrough,burroju01,5:00,0,2,0.0,0,0,,4,6,0.667,1,2,3,0,0,0,0,2,4,,
5723,199601240BOS,BOS,game,False,Doug Smith,smithdo03,4:00,2,3,0.667,0,0,,2,2,1.0,1,1,2,0,0,0,1,0,6,,
5724,199601240BOS,BOS,game,False,Alton Lister,listeal01,3:00,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,3,0,,
5725,199611270BOS,LAL,game,True,Eddie Jones,jonesed02,43:42,6.0,19.0,0.316,2.0,6.0,0.333,5.0,6.0,0.833,1.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,19.0,-19.0,
5726,199611270BOS,LAL,game,True,Shaquille O'Neal,onealsh01,38:14,10.0,15.0,0.667,0.0,0.0,,2.0,7.0,0.286,4.0,6.0,10.0,5.0,0.0,4.0,0.0,3.0,22.0,-9.0,
5727,199611270BOS,LAL,game,True,Elden Campbell,campbel01,35:38,7.0,13.0,0.538,0.0,0.0,,2.0,7.0,0.286,2.0,7.0,9.0,4.0,1.0,1.0,0.0,5.0,16.0,-7.0,
5728,199611270BOS,LAL,game,True,Nick Van Exel,vanexni01,35:15,6.0,11.0,0.545,3.0,6.0,0.5,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,15.0,-18.0,
5729,199611270BOS,LAL,game,True,Byron Scott,scottby01,26:18,2.0,7.0,0.286,0.0,4.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,5.0,-1.0,
5730,199611270BOS,LAL,game,False,Derek Fisher,fishede01,20:15,3.0,6.0,0.5,1.0,2.0,0.5,3.0,4.0,0.75,0.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,10.0,-7.0,
5731,199611270BOS,LAL,game,False,Kobe Bryant,bryanko01,19:33,1.0,7.0,0.143,0.0,3.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,2.0,-8.0,
5732,199611270BOS,LAL,game,False,Travis Knight,knightr01,12:59,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,2.0,3.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,-10.0,
5733,199611270BOS,LAL,game,False,Corie Blount,blounco01,8:07,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,
5734,199611270BOS,LAL,game,False,Jerome Kersey,kerseje01,,,,,,,,,,,,,,,,,,,,,Did Not Dress
5735,199611270BOS,LAL,game,False,Rumeal Robinson,robinru01,,,,,,,,,,,,,,,,,,,,,Did Not Play
5736,199611270BOS,LAL,game,False,Sean Rooks,rooksse01,,,,,,,,,,,,,,,,,,,,,Did Not Play
5737,199611270BOS,BOS,game,True,Dino Radja,radjadi01,40:04,9.0,18.0,0.5,0.0,0.0,,1.0,4.0,0.25,1.0,8.0,9.0,3.0,0.0,2.0,3.0,3.0,19.0,15.0,
5738,199611270BOS,BOS,game,True,Dana Barros,barroda01,36:34,6.0,9.0,0.667,3.0,3.0,1.0,0.0,0.0,,1.0,4.0,5.0,5.0,1.0,0.0,2.0,1.0,15.0,15.0,
5739,199611270BOS,BOS,game,True,Antoine Walker,walkean02,34:08,8.0,14.0,0.571,1.0,2.0,0.5,2.0,4.0,0.5,3.0,9.0,12.0,4.0,2.0,0.0,3.0,3.0,19.0,11.0,
5740,199611270BOS,BOS,game,True,Eric Williams,willier01,31:28,7.0,12.0,0.583,0.0,0.0,,4.0,5.0,0.8,1.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,18.0,15.0,
5741,199611270BOS,BOS,game,True,Rick Fox,foxri01,29:49,3.0,5.0,0.6,1.0,1.0,1.0,6.0,7.0,0.857,0.0,5.0,5.0,6.0,2.0,0.0,2.0,6.0,13.0,13.0,
